Level,Engagement Score,Engagement Time (s),Predicted Time (s),Future Performance
Stopping Vehicle,25.753486026702213,95.64995304315211,133.88408859262344,Needs Improvement
Turning,73.23563291795566,52.897436915912856,85.93584152445055,Good
Starting Vehicle,48.79978947759571,49.18400330793688,63.89701473791347,Needs Improvement
Stopping Vehicle,46.397779583979194,65.03258696436863,105.55456592872628,Needs Improvement
Navigating Turns,36.88428480588733,109.16635002609604,135.20409337267859,Excellent
Stopping Vehicle,35.10419123800149,76.65700519168996,106.96769764239221,Needs Improvement
Turning,83.54197740204565,48.37368425215534,72.91563685072967,Excellent
Stopping Vehicle,67.77724931498288,92.15216739008501,124.86160656784033,Needs Improvement
Navigating Turns,42.73712171746482,77.8626172271708,121.45618327319846,Needs Improvement
Stopping Vehicle,35.975842144912676,71.24846722602953,94.97966893351017,Needs Improvement
Turning,32.960094528148765,47.89313309719925,71.20866899900936,Needs Improvement
Starting Vehicle,56.871954273088875,37.29763718751697,54.35992840549818,Needs Improvement
Starting Vehicle,61.9065624396816,43.950397611491724,65.66527437697549,Needs Improvement
Starting Vehicle,36.9827640159,38.11005626134363,57.08690581068451,Needs Improvement
Navigating Turns,70.81642330837138,80.66141781088561,117.28344022014525,Good
Stopping Vehicle,53.66440599941886,92.58965615434123,124.04826060923023,Needs Improvement
Starting Vehicle,92.22959018526464,62.82035928473756,68.57422983991344,Excellent
Stopping Vehicle,72.24625582262809,67.8125559792433,89.342556645567,Needs Improvement
Navigating Turns,46.056745248644845,74.30420286694827,109.82028286847317,Needs Improvement
Starting Vehicle,85.84544006191669,31.665201380378416,55.40490107320624,Excellent
Stopping Vehicle,62.44220558008104,60.15805605600457,83.60528582096198,Needs Improvement
Starting Vehicle,69.51846800484823,43.23769102148401,65.41980122467051,Needs Improvement
Starting Vehicle,47.0327657317287,45.26579275904433,63.58393062303433,Needs Improvement
Starting Vehicle,93.97727389614263,50.93740518329601,79.60583479782014,Excellent
Stopping Vehicle,72.41255273025376,66.43868542657141,96.69730933076477,Good
Stopping Vehicle,48.53118458333203,97.24199617598858,127.24750690399748,Needs Improvement
Navigating Turns,85.47668455938384,75.01781156888825,114.27849826203709,Excellent
Turning,33.30925652818222,76.91186598761563,101.45084936022184,Needs Improvement
Starting Vehicle,99.3030252349606,34.54930333559397,58.321040535214564,Excellent
Turning,53.32877352916461,60.48543073800616,82.77055434753981,Needs Improvement
Turning,57.85071367821577,77.52121954754521,99.43461930481865,Needs Improvement
Starting Vehicle,38.228248337859256,52.4088385024424,61.48927037885279,Needs Improvement
Stopping Vehicle,65.78523848959065,65.53133092320962,100.47878460240437,Needs Improvement
Starting Vehicle,57.809774712240966,42.77151365688836,60.49373299231774,Needs Improvement
Turning,78.95641637738065,61.234079118223804,74.64460478235675,Good
Stopping Vehicle,75.28405217421894,77.40472112788636,114.72435522090494,Good
Starting Vehicle,95.13606386805476,41.512503756725444,54.10778380366194,Excellent
Starting Vehicle,65.55548744434861,33.68644607054986,63.169067070307136,Needs Improvement
Turning,68.6397463171898,61.06165460324831,83.31504940689763,Needs Improvement
Turning,73.4206343979771,56.54947459749531,84.67369171535516,Good
Stopping Vehicle,72.04179516323437,53.76401054639773,86.54577299072372,Good
Stopping Vehicle,75.8824503478816,92.30929240744919,125.99161228620055,Good
Starting Vehicle,76.91202054742624,39.57600873038882,57.495734485264606,Good
Turning,66.75030202687603,74.15805781584298,88.13520448913026,Needs Improvement
Starting Vehicle,62.27576209934145,58.82797061286705,89.81022270021457,Needs Improvement
Turning,33.622848140341546,56.7380798664881,75.95585904888199,Needs Improvement
Turning,74.24473403658868,79.262095175125,96.94674185555108,Good
Starting Vehicle,78.46232121704924,47.71849059411695,67.58860228227181,Good
Navigating Turns,74.91854455598481,75.80218838074823,113.28203510494943,Good
Starting Vehicle,57.346782887169105,49.22789675036589,75.76961381936064,Needs Improvement
Stopping Vehicle,56.604860968832824,81.81770798411381,111.48681647426574,Needs Improvement
Stopping Vehicle,65.54511440143972,55.05810452018769,88.86943631549542,Needs Improvement
Stopping Vehicle,50.719708344402484,62.249988649636975,91.52266052254579,Needs Improvement
Navigating Turns,54.45002363954968,118.00213132277989,165.0036989669123,Needs Improvement
Starting Vehicle,65.80497196798743,52.198713377676285,80.79770391973602,Needs Improvement
Turning,78.86647765010399,52.576568266289435,66.2987341986962,Good
Navigating Turns,72.82333915107007,70.38271359512535,110.58204760734691,Good
Starting Vehicle,77.16142206084659,48.26561901153402,78.18775446006019,Good
Navigating Turns,56.51590506677063,78.86179479625847,112.71352485051855,Needs Improvement
Starting Vehicle,74.58131981198355,40.798282005288016,67.04195649708392,Good
Starting Vehicle,43.29750875239447,54.98279169455033,84.18622210259957,Needs Improvement
Turning,56.824651162305315,41.5904704634661,68.70373769420243,Needs Improvement
Stopping Vehicle,42.58341470313117,57.145410323710664,84.11066807066948,Needs Improvement
Stopping Vehicle,71.40571520784151,89.64123579146462,121.86797914007589,Good
Turning,34.89544193256708,63.64957054190577,82.32733203500277,Needs Improvement
Starting Vehicle,82.36207323216226,52.64061264044592,69.91462672113956,Excellent
Turning,67.38971475562107,73.55842389675132,96.4547553496255,Needs Improvement
Turning,77.57849929057375,56.002957790108496,75.87372395209333,Good
Turning,64.737974196512,70.69360388622788,90.59425024191198,Needs Improvement
Turning,42.51720991618565,66.00925740872181,96.92825359814604,Needs Improvement
Stopping Vehicle,80.2357382158171,62.76731005599993,98.18582137081009,Excellent
Navigating Turns,43.99250286646613,81.3183719934428,131.76009998873693,Needs Improvement
Turning,37.098066213250235,52.64772052150079,72.05288115311033,Needs Improvement
Starting Vehicle,64.88886905867027,29.167068276923157,50.250103409054944,Needs Improvement
Turning,79.64333862187884,62.93961061856367,78.62293566493759,Good
Stopping Vehicle,47.146812017709166,70.29180634670541,92.25915150232973,Excellent
Turning,36.377815991032236,74.82169362505131,89.92414743880748,Needs Improvement
Starting Vehicle,39.445433499636856,36.853244764278315,66.41822561042267,Needs Improvement
Turning,37.23452395919363,62.91158330934752,97.49059667083662,Needs Improvement
Starting Vehicle,70.71199894324211,49.43508099561846,65.65989725433366,Good
Starting Vehicle,90.02681015247308,33.63123070592415,63.246122617777466,Excellent
Starting Vehicle,39.05044581771322,49.37072434699146,76.53312953584847,Needs Improvement
Stopping Vehicle,34.52128090542357,54.621985711641564,82.59045163458727,Needs Improvement
Turning,77.17411600470656,71.62173213783903,103.04026388502785,Good
Navigating Turns,64.30992846333413,57.01813452931747,102.11930701860652,Needs Improvement
Turning,69.84544327273238,52.231397773418166,77.5105625354576,Needs Improvement
Turning,63.8449233268979,78.15662204311903,106.4160686515467,Needs Improvement
Navigating Turns,45.2663551744475,70.42802285349656,113.00253458049902,Needs Improvement
Starting Vehicle,53.22345589355823,36.49525204882675,61.90654410980474,Needs Improvement
Starting Vehicle,85.91516885309333,43.027157910182495,63.558000862678306,Excellent
Navigating Turns,47.863792121933606,114.25934706432095,150.2367980923032,Needs Improvement
Turning,34.313869619977794,74.18333025789794,92.14193491234,Needs Improvement
Stopping Vehicle,70.1318346463521,92.40908686213709,110.84476920216335,Good
Stopping Vehicle,39.054303211185285,102.40449967754242,132.5073829357981,Good
Starting Vehicle,54.80436335365348,44.43926505669583,51.739970848039434,Needs Improvement
Turning,47.562179468952664,46.348598763902295,74.90276948695023,Needs Improvement
Turning,49.963765963822375,63.88074246445769,91.11967277106122,Needs Improvement
Turning,68.47352449061557,65.89090243548092,87.62157410199231,Needs Improvement
Starting Vehicle,36.372021875471155,28.832921932173377,50.2901483984073,Needs Improvement
Turning,41.49791344411992,53.4104242344146,75.23376153272322,Needs Improvement
Navigating Turns,39.508458023250014,96.42515189091606,144.28719615790692,Needs Improvement
Stopping Vehicle,47.60466405498855,90.61135907979542,124.39772798126971,Needs Improvement
Stopping Vehicle,40.94843786164854,49.9476342827074,69.11893024551783,Needs Improvement
Stopping Vehicle,56.93775498902606,66.921068738082,104.26312067917506,Needs Improvement
Stopping Vehicle,37.75014390885225,63.956813309963685,97.1359184381247,Good
Stopping Vehicle,54.4690466578529,68.23104502351515,95.57484614959466,Needs Improvement
Starting Vehicle,67.46595308566673,29.192747638874668,43.46322268360229,Needs Improvement
Turning,76.92691920872277,55.87834799797279,79.2851987308304,Good
Turning,64.91860436318461,43.401257212817725,66.7420305216594,Needs Improvement
Stopping Vehicle,57.93858165884197,80.11309076722046,109.74690976716607,Needs Improvement
Starting Vehicle,98.84125331593934,59.59789986663572,77.68297998230656,Excellent
Turning,67.93277568711139,66.5888912749756,73.57382835481205,Needs Improvement
Navigating Turns,77.02110954514004,123.33894632566327,170.54139402070356,Good
Starting Vehicle,87.68878187123758,56.50606142292589,83.61021498334611,Excellent
Stopping Vehicle,43.631111086996135,86.44205538862612,115.7446824688767,Needs Improvement
Turning,78.87871078540202,50.849313320052055,82.35183307098332,Good
Turning,54.14220205802657,71.99218716716553,92.07859498631701,Needs Improvement
Turning,48.90818631023349,39.71158901651659,58.337385621628,Needs Improvement
Turning,55.66363137451198,70.20055077148018,85.23137062777101,Needs Improvement
Turning,48.472782821098946,66.20554190094222,77.69816560636448,Needs Improvement
Starting Vehicle,65.84504302214904,40.966855420728194,47.892132577829145,Needs Improvement
Navigating Turns,54.75280118583203,100.10786977832736,149.60330813811856,Needs Improvement
Navigating Turns,68.05185443018819,98.54143243202175,133.3680876557812,Needs Improvement
Turning,78.08911028918125,52.081635747705846,82.21240772594469,Good
Starting Vehicle,65.30690559270714,46.17263895410395,55.98315699858763,Needs Improvement
Starting Vehicle,65.52473456029945,53.56074658683648,68.09164360537972,Needs Improvement
Turning,46.22524700139057,48.54655157295426,88.56246392914441,Needs Improvement
Turning,39.00100816670884,65.81859309819022,84.67929369233565,Needs Improvement
Navigating Turns,35.65895748737249,76.94551742409698,101.02232333278116,Needs Improvement
Starting Vehicle,71.36004207227381,35.94938262248078,55.9909170866041,Good
Navigating Turns,74.9194617359445,82.18046747348204,125.6644640365286,Good
Stopping Vehicle,66.09769460338151,72.6582482429177,109.0281407893535,Needs Improvement
Turning,62.397925491199764,47.54385603325626,65.9423522103387,Needs Improvement
Starting Vehicle,60.54131711824737,38.536325971861565,49.64632616312956,Needs Improvement
Starting Vehicle,74.20737080770604,49.267157096898465,75.64404078742184,Good
Turning,67.764104871121,46.01677376612673,68.39412923741924,Needs Improvement
Turning,76.99123836050798,75.6254265984187,94.42368754270183,Good
Starting Vehicle,53.27291647084175,46.218132000936514,67.21633252215324,Needs Improvement
Stopping Vehicle,39.395518692516966,64.67226425478397,96.2889026703249,Needs Improvement
Starting Vehicle,59.61773969155822,54.01755304526874,75.31902868162038,Needs Improvement
Starting Vehicle,40.78868631932706,38.74384332558886,57.62959469975114,Needs Improvement
Starting Vehicle,74.01653618073708,57.34331498539119,83.18867349299039,Good
Stopping Vehicle,78.96367667555582,50.7819803332287,87.52636724086143,Needs Improvement
Turning,53.071952393319364,62.46370392185284,80.86029627267034,Needs Improvement
Turning,77.67045116278294,51.67999811958396,73.52650779853964,Good
Stopping Vehicle,51.60815858701579,77.56006906503328,108.89928752532157,Good
Turning,68.83793801053783,74.13711782172331,97.71244509323645,Needs Improvement
Starting Vehicle,67.43045786991493,31.21354874449343,57.82867894839413,Needs Improvement
Navigating Turns,43.65891233661481,67.99644473355728,94.30926169576252,Needs Improvement
Stopping Vehicle,63.24991520059608,91.54071384644482,115.5807402512765,Needs Improvement
Starting Vehicle,77.05184757594351,47.70411558812154,71.74545203505924,Good
Starting Vehicle,65.15600625396428,55.26755540195077,67.6584581253931,Needs Improvement
Starting Vehicle,53.70179092176835,45.92967021944085,62.7811824960879,Needs Improvement
Turning,37.70143165936477,73.0130143131823,91.260275635124,Needs Improvement
Starting Vehicle,86.57221441352628,52.60677057376942,81.8342339369229,Excellent
Stopping Vehicle,38.7531482032713,66.04165424683119,94.87564377133117,Needs Improvement
Starting Vehicle,31.46286612146702,53.05956710577546,73.02636230398015,Needs Improvement
Stopping Vehicle,39.46941351113763,94.78335542671574,122.82004075714309,Needs Improvement
Navigating Turns,53.7583776221876,89.35194074660347,117.01842224261446,Needs Improvement
Stopping Vehicle,45.98123064857467,78.97146330082757,113.14265988863191,Needs Improvement
Starting Vehicle,55.46210596420762,50.156429125139674,68.81001895148361,Needs Improvement
Stopping Vehicle,57.268696969672,71.78121478200241,111.00686746481131,Excellent
Starting Vehicle,37.58249746290606,39.82175543501512,57.33487654171068,Needs Improvement
Starting Vehicle,30.736929934600973,38.94358777128092,60.470017033816106,Needs Improvement
Turning,49.01782879862423,75.8936661558722,107.22780199651991,Needs Improvement
Stopping Vehicle,62.40369400069837,62.27300798886139,87.33134881685352,Needs Improvement
Stopping Vehicle,55.19708341027547,65.67118089442492,91.21470106815565,Excellent
Turning,50.04948978128324,79.0809442200244,98.24706385457746,Needs Improvement
Starting Vehicle,71.62950401894858,36.026135135488595,60.65077910090192,Good
Stopping Vehicle,69.4516076343616,98.0927571302221,141.2245680055799,Needs Improvement
Turning,43.28847714927354,83.35448842401621,103.29569293734166,Good
Starting Vehicle,46.256334608796436,54.09589720956026,63.232216647716896,Needs Improvement
Starting Vehicle,54.13029681357938,50.75574830400888,66.07141712939514,Needs Improvement
Navigating Turns,68.00590843694754,73.2250336203282,104.4112756416393,Needs Improvement
Starting Vehicle,27.674818102070958,59.656534009287434,82.78579492887495,Needs Improvement
Starting Vehicle,78.99491013643724,39.758062010061884,51.60866495154863,Good
Turning,57.565657737681754,80.49041798020066,99.43130976587693,Needs Improvement
Starting Vehicle,60.619647160440095,46.001513602147426,65.80156683237279,Needs Improvement
Turning,55.31024755412536,67.22978416903423,94.02543357929895,Needs Improvement
Stopping Vehicle,49.121647714941375,84.26088752750151,108.09867913366345,Needs Improvement
Starting Vehicle,61.180529929813794,36.982781527524295,55.73140523444877,Needs Improvement
Turning,87.86796879927874,56.12994022395594,77.22839736256854,Excellent
Turning,66.31281229082568,65.43069459424738,87.75121596109835,Needs Improvement
Stopping Vehicle,76.1914102532032,93.87341309709215,128.1707671381753,Good
Turning,35.90871715329884,67.19693187209975,92.84844073796239,Needs Improvement
Navigating Turns,43.060733909798564,101.06855266870888,131.71449218100088,Needs Improvement
Turning,45.60980444077392,61.40543752269101,89.06340269568767,Needs Improvement
Navigating Turns,46.561332527652574,110.98996214161266,159.1597289293458,Needs Improvement
Turning,36.46160938370002,44.92232120606893,72.25495079528892,Needs Improvement
Stopping Vehicle,46.48441778003824,52.0496170702341,74.70051377377101,Needs Improvement
Stopping Vehicle,75.95728353103245,74.51866581846886,111.52638730508379,Good
Stopping Vehicle,50.3843881051618,97.74376076009132,120.47087262538702,Needs Improvement
Turning,34.093761062203434,51.85522565319504,78.34149922435985,Needs Improvement
Turning,30.20644868111002,46.528112201509686,76.33844511316295,Needs Improvement
Navigating Turns,72.28161654118708,65.49331575514574,111.02623401366324,Good
Turning,87.22593182578863,69.43817205686737,90.35405295781605,Excellent
Starting Vehicle,84.23664954612256,37.47275388566797,53.37299292179124,Excellent
Starting Vehicle,92.11574651551648,50.68112146528107,70.00751200583898,Excellent
Starting Vehicle,97.38920269583964,53.349305742594716,81.21626158954075,Excellent
Starting Vehicle,54.39958399765999,48.33634096338134,75.19473761805791,Needs Improvement
Turning,77.76935613414122,38.86310144374304,60.48228710482357,Good
Starting Vehicle,33.312633756542056,50.24568521980974,66.84986800835073,Needs Improvement
Turning,36.61342923702751,70.86440270132465,96.50592156449555,Needs Improvement
Navigating Turns,83.07387109723732,79.65316863492458,128.12262633201425,Excellent
Navigating Turns,58.60571087702516,119.4337964494534,159.40183425820067,Needs Improvement
Turning,77.82028186463822,47.92942512770916,63.34343230754857,Good
Stopping Vehicle,48.167996545551645,65.76978730304214,103.51083353184131,Needs Improvement
Stopping Vehicle,56.78381922862734,53.611536248949456,89.46088875183236,Needs Improvement
Turning,41.00722484255449,62.534276921496264,91.43413911859083,Needs Improvement
Starting Vehicle,58.591831120711966,42.339897085512284,49.640241548866406,Needs Improvement
Stopping Vehicle,45.45939380609274,83.23573191890507,106.29670448239429,Needs Improvement
Turning,64.74556121578449,60.334493428172834,88.03768464279418,Needs Improvement
Starting Vehicle,76.47819053034407,58.08862874072301,67.32064022632795,Good
Starting Vehicle,48.9936118191737,34.45562552667373,50.97059797983739,Needs Improvement
Turning,41.03244651376994,73.36628423692,102.92328141244126,Needs Improvement
Navigating Turns,37.718620544129806,86.79863955628672,128.4780065807349,Needs Improvement
Starting Vehicle,85.25495026403713,40.09257026613286,52.00111300180289,Excellent
Stopping Vehicle,52.297571386640506,68.08296786312694,108.5301649986279,Needs Improvement
Navigating Turns,36.61175019815243,80.0341009083406,123.49580178740526,Needs Improvement
Turning,71.63943968917566,73.91273259818482,103.92180788874039,Good
Stopping Vehicle,32.22676197443393,71.57373567664987,95.44941163897563,Needs Improvement
Starting Vehicle,46.9903039418985,38.06577175690228,50.37382019544179,Needs Improvement
Turning,53.335897638278176,63.379386575278936,85.92160175353479,Needs Improvement
Turning,60.47987670829874,67.72151225303675,89.88389770709205,Needs Improvement
Turning,67.26892355880995,66.08962909345111,95.65839564242776,Needs Improvement
Stopping Vehicle,72.35709646183422,86.9119053490933,114.26424686031895,Good
Turning,72.98553411677814,70.47717575187356,95.41770272540985,Good
Starting Vehicle,81.47518800166253,60.74488884443268,83.78621711871179,Excellent
Stopping Vehicle,83.58025640018896,53.89176559179313,80.66440774106287,Excellent
Turning,67.17512113804737,73.10398863641562,89.9052624972992,Needs Improvement
Starting Vehicle,93.59582541526635,38.5403753176394,49.03273053562404,Excellent
Starting Vehicle,89.40937911813128,46.91257317506399,64.29098450697222,Excellent
Starting Vehicle,47.16629650009219,42.01939403977439,65.61369293641525,Needs Improvement
Turning,43.52187641728028,68.49308196291123,92.11946941236663,Needs Improvement
Starting Vehicle,75.64075511428535,31.776016448473257,48.85517689840902,Good
Navigating Turns,86.66501761099386,105.68191576992231,156.28339883497912,Excellent
Navigating Turns,47.04481798583115,85.4140182876435,125.12013734655255,Needs Improvement
Starting Vehicle,33.04163454635619,47.493650509730266,60.00344661059733,Needs Improvement
Starting Vehicle,49.40809623594262,44.45193368823248,52.603104568731396,Needs Improvement
Starting Vehicle,34.936199503431624,45.88765760638284,64.19940041913948,Needs Improvement
Stopping Vehicle,75.4339285158474,64.27065666982854,111.16775970662503,Good
Starting Vehicle,53.71347296183604,54.57274478787414,84.1286885542126,Needs Improvement
Starting Vehicle,63.753817757627914,54.15732827675909,78.31469720424164,Needs Improvement
Starting Vehicle,64.03608538053668,46.99559546776246,60.065755949623735,Needs Improvement
Stopping Vehicle,64.0336121979024,81.9391957434295,107.61399071979062,Needs Improvement
Turning,90.50754406552737,46.049692234137694,72.0812046959818,Excellent
Stopping Vehicle,70.04560178362694,61.97219924258359,98.11450619966897,Good
Turning,34.61887175476665,50.48710506311069,69.06376747138157,Needs Improvement
Turning,90.82385637793567,49.54140581441193,74.81199193034561,Excellent
Stopping Vehicle,78.91281036063177,90.3946398637836,114.1228987466304,Good
Starting Vehicle,96.8171015071643,35.39942587678468,49.979127459044236,Excellent
Turning,40.821336378307564,66.22925978057965,83.95693468740828,Needs Improvement
Navigating Turns,75.22586094736221,109.16380259177757,147.1654057246155,Good
Stopping Vehicle,54.47039996632443,54.27680473177513,88.01195717924995,Needs Improvement
Starting Vehicle,33.51940770636743,39.18408767215043,55.57700934387306,Excellent
Turning,60.20501152734786,68.7905480877913,91.04877094984161,Needs Improvement
Turning,79.78684927112421,49.254269306055015,71.62413026868312,Good
Starting Vehicle,46.55854919634283,49.62117029670224,62.42783775028966,Needs Improvement
Stopping Vehicle,39.22148877119135,91.4437443947859,126.27561037311435,Needs Improvement
Starting Vehicle,45.88969897309919,40.58475164388972,63.60030552531678,Needs Improvement
Navigating Turns,75.77979871727642,63.993201510952474,112.42872681031054,Good
Starting Vehicle,65.50484585783524,42.56812704046844,58.08504126574523,Needs Improvement
Turning,51.36699244200425,69.47077703589993,106.08229055564246,Needs Improvement
Navigating Turns,60.268502186425465,90.68127473311257,138.22291664037868,Needs Improvement
Stopping Vehicle,63.627666756969184,49.32485595933899,84.01234205573547,Needs Improvement
Turning,71.28300576231733,64.43100215758867,84.85698582882765,Good
Navigating Turns,86.56514372859529,83.91439042660824,111.80514884209815,Excellent
Stopping Vehicle,32.492943932975734,59.15696693240454,88.42508766448383,Needs Improvement
Starting Vehicle,38.28844378847228,27.633166422500626,50.84243275969069,Needs Improvement
Navigating Turns,78.13456256701042,68.27790760486674,103.6738529500146,Good
Starting Vehicle,58.06070973486669,28.6323926174391,47.98981439331618,Needs Improvement
Turning,45.220508093894004,75.92056519706406,96.14170502981416,Needs Improvement
Starting Vehicle,94.70839914902199,36.649167068833805,51.17765600880481,Excellent
Turning,67.47051953883062,56.080773822444016,81.86364689971036,Needs Improvement
Stopping Vehicle,77.87749364398725,79.82964994147557,98.35707975035608,Good
Starting Vehicle,79.08961847193616,37.53640978224732,52.45131515884429,Good
Starting Vehicle,40.51602582172842,39.47283963436979,65.96802453711065,Needs Improvement
Turning,37.789312839598026,78.24549697343208,104.45718355857663,Needs Improvement
Starting Vehicle,47.7298328875152,58.43334395648166,71.8271977057937,Needs Improvement
Turning,82.87523153426633,78.47905052447601,104.04574975113711,Excellent
Starting Vehicle,44.80627994269938,54.95987130109514,82.70243224597459,Needs Improvement
Stopping Vehicle,43.630739956216466,69.82862312778491,110.09131978490667,Needs Improvement
Stopping Vehicle,46.04672908104682,88.18478695455545,114.27444772781651,Needs Improvement
Starting Vehicle,39.17288405355352,52.01221210510721,67.07501710702266,Good
Starting Vehicle,61.89621599809351,66.23532364026129,92.31002615834915,Excellent
Navigating Turns,41.04835648690779,97.90967360136297,144.5657396090641,Needs Improvement
Turning,60.66607535179648,62.4870059989653,96.25668971073976,Needs Improvement
Stopping Vehicle,32.95735492757586,54.28863605625509,81.83048451053612,Needs Improvement
Starting Vehicle,40.74657694732115,53.25024818429537,77.68809868293403,Needs Improvement
Turning,50.18355147441964,46.38343610743207,80.33169119038273,Needs Improvement
Starting Vehicle,84.63966414739119,49.56188897110852,71.76178673121163,Excellent
Starting Vehicle,38.79171948116561,38.97010875904871,59.52482158291819,Needs Improvement
Stopping Vehicle,70.86074192644318,90.61416826399159,125.48929516404054,Good
Starting Vehicle,70.44394605143867,45.64538039347883,63.93309541586758,Good
Starting Vehicle,38.26617418837409,51.93982422536576,83.02459827715872,Needs Improvement
Starting Vehicle,36.007484343280154,42.50756535378705,50.67271655842368,Needs Improvement
Turning,80.2007013074646,74.16498452692424,93.69819107231456,Excellent
Starting Vehicle,84.04037499416404,32.511655614955316,55.84134640875383,Excellent
Turning,89.62727779007757,47.10177332778105,72.45383825208661,Excellent
Turning,90.0252815310024,69.58518682189842,86.50706391659376,Excellent
Navigating Turns,25.556871585571344,105.82296022918918,129.76067806002962,Needs Improvement
Turning,57.19409965808078,78.46232907011058,101.72761344979197,Needs Improvement
Starting Vehicle,59.52434672570746,43.363204766625316,69.45598810551593,Needs Improvement
Stopping Vehicle,47.08604393710385,93.11177230502942,122.34475983442563,Needs Improvement
Starting Vehicle,37.64795969156768,34.13470491784234,54.10121104581018,Needs Improvement
Turning,69.2075106757317,58.67889733515899,82.46575701037725,Needs Improvement
Turning,52.24542151512773,49.05258908383057,70.18680743669405,Needs Improvement
Starting Vehicle,52.93374364217172,44.06903661000501,67.9774497857182,Needs Improvement
Starting Vehicle,58.764991430534636,48.615089969968814,76.29905143603797,Needs Improvement
Starting Vehicle,32.3724753363739,48.55414636263174,70.56750888150275,Needs Improvement
Turning,68.27566713906647,74.59713925922668,104.28840564105747,Needs Improvement
Starting Vehicle,56.916323546292375,48.548895225915146,79.06174242416151,Needs Improvement
Starting Vehicle,43.092917405636,37.85299577713205,55.301595536637514,Needs Improvement
Starting Vehicle,63.66336327519271,50.63282051440157,72.9485074385509,Good
Starting Vehicle,85.54821979586717,37.621785086988524,59.578231057636735,Excellent
Turning,54.65175359161707,45.062439078292044,73.89619305595825,Needs Improvement
Turning,80.2926053839956,64.23358357206827,91.27542209499411,Excellent
Starting Vehicle,43.738825861817084,30.747215719118913,48.97808364733319,Needs Improvement
Starting Vehicle,36.97884004628261,56.59082795306127,65.48391999817822,Needs Improvement
Stopping Vehicle,43.013871914561314,57.78009875554666,81.19335543048372,Needs Improvement
Stopping Vehicle,52.68371584114427,76.99275491132425,102.18842492431274,Needs Improvement
Turning,74.65528315928628,46.11938935313903,67.28872498932348,Good
Starting Vehicle,88.464830612275,44.183843624947336,51.085034407150395,Good
Starting Vehicle,56.53618386826675,55.98342074568448,69.60604031530949,Needs Improvement
Starting Vehicle,80.02685131941558,42.774277731183304,64.63901557975306,Excellent
Turning,57.09729682689871,41.870829156569584,72.11153084273882,Needs Improvement
Starting Vehicle,81.47000652272072,37.04032313100035,62.47092601322446,Excellent
Starting Vehicle,26.67695301768969,38.74523851743483,59.81631473370746,Needs Improvement
Stopping Vehicle,58.925424995784965,69.39957722097108,97.32852641771211,Needs Improvement
Stopping Vehicle,66.66234245417682,84.66710767047329,127.40223248747154,Needs Improvement
Stopping Vehicle,67.89444596799672,95.79015863484126,131.1468030274316,Needs Improvement
Starting Vehicle,80.3080755352304,33.8096452751938,57.355905339988794,Excellent
Starting Vehicle,80.33184038195851,40.62541429951783,63.76075386064931,Excellent
Starting Vehicle,80.65787335024584,49.357168339927874,77.64253832059059,Excellent
Stopping Vehicle,50.031736427112065,61.80395169566202,88.23929074529714,Needs Improvement
Turning,78.70339409362455,51.60874394050107,80.97737972279565,Good
Turning,59.040989145291974,57.443935819312635,85.34120946988513,Needs Improvement
Turning,76.18715965309654,37.93875298333575,72.75330491468415,Good
Navigating Turns,98.89629540855542,103.55737971115575,148.13714740035778,Excellent
Starting Vehicle,39.04828510305613,48.66986872118592,74.64420139514803,Needs Improvement
Navigating Turns,51.816576148072166,85.17184243283236,107.75602806515079,Needs Improvement
Starting Vehicle,62.68678036743153,39.081755264781464,48.861924326793435,Needs Improvement
Starting Vehicle,82.20447975570865,46.21291397623827,58.958389845136956,Excellent
Starting Vehicle,54.8633964453362,50.89832756371823,76.50117780696176,Needs Improvement
Stopping Vehicle,60.914858502848546,72.65403151359453,108.8614496157187,Needs Improvement
Turning,56.34507191430482,52.71302339133156,76.7088736470097,Needs Improvement
Starting Vehicle,71.29429546787419,39.25049629220776,55.081848891377426,Good
Starting Vehicle,35.13116406758116,30.24091676833746,51.55524913788633,Needs Improvement
Turning,66.32134677132085,71.72201238748427,87.69255686066602,Needs Improvement
Turning,82.40631492550774,73.83115676724243,98.97277833512206,Excellent
Navigating Turns,65.35161371623046,89.25822623836622,120.01330711945924,Needs Improvement
Turning,83.23121498524992,76.22405241978998,102.73182410205449,Excellent
Starting Vehicle,44.55614669477873,54.528245191554134,75.3035769784255,Needs Improvement
Starting Vehicle,55.57444494815795,56.822001340914376,85.41328466455313,Needs Improvement
Navigating Turns,87.62711822189449,105.76123136985994,142.57969090656655,Excellent
Navigating Turns,59.69378623598535,57.44649213973949,105.34004114665277,Needs Improvement
Starting Vehicle,82.95397123708354,40.773687350397125,55.8186038474949,Excellent
Starting Vehicle,27.717632703067228,49.93242233753486,60.091858966475264,Needs Improvement
Stopping Vehicle,39.84481000429059,60.09928835232811,100.24609470876395,Needs Improvement
Starting Vehicle,59.61457613053124,41.04786918917097,62.18903665718429,Needs Improvement
Starting Vehicle,53.53744466885433,33.85110270040668,52.30111244376705,Needs Improvement
Starting Vehicle,70.70241953867388,53.652265097460074,79.146827241387,Excellent
Starting Vehicle,63.52443282006263,50.803688011497165,69.67681876189658,Needs Improvement
Starting Vehicle,45.24444844599493,32.027580882336686,60.877224820416195,Needs Improvement
Starting Vehicle,92.4347210472537,31.14811417417895,52.87568266840171,Excellent
